UNITID,EFDELEV,XEFDETOT,EFDETOT,XEFDEEXC,EFDEEXC,XEFDESOM,EFDESOM,XEFDENON,EFDENON,XEFDEEX1,EFDEEX1,XEFDEEX2,EFDEEX2,XEFDEEX3,EFDEEX3,XEFDEEX4,EFDEEX4,XEFDEEX5,EFDEEX5 
100830, 1,"R",5005,"R",244,"R",1082,"R",3679,"R",228,"R",13,"R",3,"R",0,"R",0
100830, 2,"R",4240,"R",151,"R",858,"R",3231,"R",140,"R",10,"R",1,"R",0,"R",0
100830, 3,"R",4119,"R",151,"R",841,"R",3127,"R",140,"R",10,"R",1,"R",0,"R",0
100830,11,"R",121,"R",0,"R",17,"R",104,"A",,"A",,"A",,"A",,"A",
100830,12,"R",765,"R",93,"R",224,"R",448,"R",88,"R",3,"R",2,"R",0,"R",0
100858, 1,"R",25134,"R",683,"R",1228,"R",23223,"R",215,"R",462,"R",1,"R",5,"R",0
100858, 2,"R",20175,"R",29,"R",1117,"R",19029,"R",3,"R",26,"Z",0,"Z",0,"R",0
100858, 3,"R",20175,"R",29,"R",1117,"R",19029,"R",3,"R",26,"Z",0,"Z",0,"R",0
100858,12,"R",4959,"R",654,"R",111,"R",4194,"R",212,"R",436,"R",1,"R",5,"R",0
100937, 1,"R",1231,"A",,"A",,"R",1231,"A",,"A",,"A",,"A",,"A",
100937, 2,"R",1231,"A",,"A",,"R",1231,"A",,"A",,"A",,"A",,"A",
100937, 3,"R",1226,"A",,"A",,"R",1226,"A",,"A",,"A",,"A",,"A",
100937,11,"R",5,"A",,"A",,"R",5,"A",,"A",,"A",,"A",,"A",
101028, 1,"R",1730,"R",29,"R",292,"R",1409,"R",20,"R",9,"R",0,"R",0,"R",0
101028, 2,"R",1730,"R",29,"R",292,"R",1409,"R",20,"R",9,"R",0,"R",0,"R",0
101028, 3,"R",1645,"R",28,"R",292,"R",1325,"R",19,"R",9,"R",0,"R",0,"R",0
101028,11,"R",85,"R",1,"R",0,"R",84,"R",1,"R",0,"R",0,"R",0,"R",0
101073, 1,"R",611,"R",0,"R",32,"R",579,"A",,"A",,"A",,"A",,"A",
101073, 2,"R",611,"R",0,"R",32,"R",579,"A",,"A",,"A",,"A",,"A",
101073, 3,"R",611,"R",0,"R",32,"R",579,"A",,"A",,"A",,"A",,"A",
101116, 1,"R",782,"Z",0,"R",14,"R",768,"A",,"A",,"A",,"A",,"A",
101116, 2,"R",704,"Z",0,"R",14,"R",690,"A",,"A",,"A",,"A",,"A",
101116, 3,"R",704,"Z",0,"R",14,"R",690,"A",,"A",,"A",,"A",,"A",
101116,12,"R",78,"Z",0,"Z",0,"R",78,"A",,"A",,"A",,"A",,"A",
101143, 1,"R",2484,"R",131,"R",378,"R",1975,"R",129,"R",2,"R",0,"R",0,"R",0
101143, 2,"R",2484,"R",131,"R",378,"R",1975,"R",129,"R",2,"R",0,"R",0,"R",0
101143, 3,"R",2166,"R",106,"R",345,"R",1715,"R",104,"R",2,"R",0,"R",0,"R",0
101143,11,"R",318,"R",25,"R",33,"R",260,"R",25,"R",0,"R",0,"R",0,"R",0
101161, 1,"R",4400,"R",255,"R",1032,"R",3113,"R",254,"R",1,"R",0,"R",0,"R",0
101161, 2,"R",4400,"R",255,"R",1032,"R",3113,"R",254,"R",1,"R",0,"R",0,"R",0
101161, 3,"R",4212,"R",230,"R",1017,"R",2965,"R",229,"R",1,"R",0,"R",0,"R",0
101161,11,"R",188,"R",25,"R",15,"R",148,"R",25,"R",0,"R",0,"R",0,"R",0
101189, 1,"R",3327,"R",147,"R",498,"R",2682,"R",127,"R",20,"R",0,"R",0,"R",0
101189, 2,"R",2763,"R",36,"R",425,"R",2302,"R",34,"R",2,"R",0,"R",0,"R",0
101189, 3,"R",2528,"R",32,"R",425,"R",2071,"R",30,"R",2,"R",0,"R",0,"R",0
101189,11,"R",235,"R",4,"R",0,"R",231,"R",4,"R",0,"R",0,"R",0,"R",0
101189,12,"R",564,"R",111,"R",73,"R",380,"R",93,"R",18,"R",0,"R",0,"R",0
101240, 1,"R",5882,"R",480,"R",1586,"R",3816,"R",440,"R",40,"Z",0,"Z",0,"R",0
101240, 2,"R",5882,"R",480,"R",1586,"R",3816,"R",440,"R",40,"Z",0,"Z",0,"R",0
101240, 3,"R",5600,"R",440,"R",1551,"R",3609,"R",403,"R",37,"Z",0,"Z",0,"R",0
101240,11,"R",282,"R",40,"R",35,"R",207,"R",37,"R",3,"Z",0,"Z",0,"R",0
101277, 1,"R",108,"R",0,"R",0,"R",108,"A",,"A",,"A",,"A",,"A",
101277, 2,"R",108,"R",0,"R",0,"R",108,"A",,"A",,"A",,"A",,"A",
101286, 1,"R",4581,"R",175,"R",610,"R",3796,"R",165,"R",10,"Z",0,"Z",0,"R",0
101286, 2,"R",4581,"R",175,"R",610,"R",3796,"R",165,"R",10,"Z",0,"Z",0,"R",0
101286, 3,"R",4227,"R",161,"R",600,"R",3466,"R",152,"R",9,"Z",0,"Z",0,"R",0
101286,11,"R",354,"R",14,"R",10,"R",330,"R",13,"R",1,"Z",0,"Z",0,"R",0
101295, 1,"R",5391,"R",3,"R",49,"R",5339,"R",3,"R",0,"R",0,"R",0,"R",0
101295, 2,"R",5391,"R",3,"R",49,"R",5339,"R",3,"R",0,"R",0,"R",0,"R",0
101295, 3,"R",4960,"R",3,"R",47,"R",4910,"R",3,"R",0,"R",0,"R",0,"R",0
101295,11,"R",431,"R",0,"R",2,"R",429,"A",,"A",,"A",,"A",,"A",
101301, 1,"R",1790,"R",377,"R",586,"R",827,"R",373,"R",4,"Z",0,"Z",0,"R",0
101301, 2,"R",1790,"R",377,"R",586,"R",827,"R",373,"R",4,"Z",0,"Z",0,"R",0
101301, 3,"R",1671,"R",284,"R",576,"R",811,"R",281,"R",3,"Z",0,"Z",0,"R",0
101301,11,"R",119,"R",93,"R",10,"R",16,"R",92,"R",1,"Z",0,"Z",0,"R",0
101365, 1,"R",295,"R",58,"R",50,"R",187,"R",57,"R",1,"Z",0,"Z",0,"R",0
101365, 2,"R",295,"R",58,"R",50,"R",187,"R",57,"R",1,"Z",0,"Z",0,"R",0
101365, 3,"R",295,"R",58,"R",50,"R",187,"R",57,"R",1,"Z",0,"Z",0,"R",0
101435, 1,"R",1118,"R",0,"R",20,"R",1098,"A",,"A",,"A",,"A",,"A",
101435, 2,"R",1118,"R",0,"R",20,"R",1098,"A",,"A",,"A",,"A",,"A",
101435, 3,"R",1103,"R",0,"R",20,"R",1083,"A",,"A",,"A",,"A",,"A",
101435,11,"R",15,"R",0,"R",0,"R",15,"A",,"A",,"A",,"A",,"A",
101453, 1,"R",85,"R",54,"R",16,"R",15,"R",15,"R",38,"Z",0,"R",1,"R",0
101453, 2,"R",62,"R",41,"R",10,"R",11,"R",11,"R",30,"Z",0,"Z",0,"R",0
101453, 3,"R",62,"R",41,"R",10,"R",11,"R",11,"R",30,"Z",0,"Z",0,"R",0
101453,12,"R",23,"R",13,"R",6,"R",4,"R",4,"R",8,"Z",0,"R",1,"R",0
101462, 1,"R",1248,"R",2,"R",125,"R",1121,"R",2,"R",0,"R",0,"R",0,"R",0
101462, 2,"R",1248,"R",2,"R",125,"R",1121,"R",2,"R",0,"R",0,"R",0,"R",0
101462, 3,"R",959,"R",2,"R",125,"R",832,"R",2,"R",0,"R",0,"R",0,"R",0
101462,11,"R",289,"R",0,"R",0,"R",289,"A",,"A",,"A",,"A",,"A",
101471, 1,"R",437,"A",,"A",,"R",437,"A",,"A",,"A",,"A",,"A",
101471, 2,"R",437,"A",,"A",,"R",437,"A",,"A",,"A",,"A",,"A",
101471, 3,"R",437,"A",,"A",,"R",437,"A",,"A",,"A",,"A",,"A",
101480, 1,"R",9161,"R",1665,"R",7496,"R",0,"R",1495,"R",168,"R",2,"R",0,"R",0
101480, 2,"R",7991,"R",987,"R",7004,"R",0,"R",918,"R",68,"R",1,"R",0,"R",0
101480, 3,"R",7654,"R",977,"R",6677,"R",0,"R",908,"R",68,"R",1,"R",0,"R",0
101480,11,"R",337,"R",10,"R",327,"R",0,"R",10,"R",0,"R",0,"R",0,"R",0
101480,12,"R",1170,"R",678,"R",492,"R",0,"R",577,"R",100,"R",1,"R",0,"R",0
101499, 1,"R",1094,"R",36,"R",277,"R",781,"R",33,"R",3,"R",0,"R",0,"R",0
101499, 2,"R",1094,"R",36,"R",277,"R",781,"R",33,"R",3,"R",0,"R",0,"R",0
101499, 3,"R",1034,"R",30,"R",274,"R",730,"R",27,"R",3,"R",0,"R",0,"R",0
101499,11,"R",60,"R",6,"R",3,"R",51,"R",6,"R",0,"R",0,"R",0,"R",0
101505, 1,"R",8878,"R",1157,"R",1666,"R",6055,"R",1136,"R",21,"R",0,"R",0,"R",0
101505, 2,"R",8878,"R",1157,"R",1666,"R",6055,"R",1136,"R",21,"R",0,"R",0,"R",0
101505, 3,"R",7862,"R",1036,"R",1628,"R",5198,"R",1017,"R",19,"R",0,"R",0,"R",0
101505,11,"R",1016,"R",121,"R",38,"R",857,"R",119,"R",2,"R",0,"R",0,"R",0
101514, 1,"R",11177,"R",774,"R",1795,"R",8608,"R",744,"R",30,"R",0,"R",0,"R",0
101514, 2,"R",11177,"R",774,"R",1795,"R",8608,"R",744,"R",30,"R",0,"R",0,"R",0
101514, 3,"R",8690,"R",601,"R",1550,"R",6539,"R",574,"R",27,"R",0,"R",0,"R",0
101514,11,"R",2487,"R",173,"R",245,"R",2069,"R",170,"R",3,"R",0,"R",0,"R",0
101541, 1,"R",357,"R",63,"Z",0,"R",294,"R",43,"R",20,"Z",0,"Z",0,"R",0
101541, 2,"R",357,"R",63,"Z",0,"R",294,"R",43,"R",20,"Z",0,"Z",0,"R",0
101541, 3,"R",346,"R",60,"Z",0,"R",286,"R",41,"R",19,"Z",0,"Z",0,"R",0
101541,11,"R",11,"R",3,"Z",0,"R",8,"R",2,"R",1,"Z",0,"Z",0,"R",0
101569, 1,"R",3419,"R",45,"R",410,"R",2964,"R",43,"R",2,"Z",0,"Z",0,"R",0
101569, 2,"R",3419,"R",45,"R",410,"R",2964,"R",43,"R",2,"Z",0,"Z",0,"R",0
101569, 3,"R",3224,"R",39,"R",408,"R",2777,"R",37,"R",2,"Z",0,"Z",0,"R",0
101569,11,"R",195,"R",6,"R",2,"R",187,"R",6,"Z",0,"Z",0,"Z",0,"R",0
101587, 1,"R",4943,"R",2677,"R",63,"R",2203,"R",1562,"R",1105,"R",0,"R",0,"R",10
101587, 2,"R",2095,"R",225,"R",23,"R",1847,"R",144,"R",81,"R",0,"R",0,"R",0
101587, 3,"R",2089,"R",221,"R",23,"R",1845,"R",142,"R",79,"R",0,"R",0,"R",0
101587,11,"R",6,"R",4,"R",0,"R",2,"R",2,"R",2,"R",0,"R",0,"R",0
101587,12,"R",2848,"R",2452,"R",40,"R",356,"R",1418,"R",1024,"R",0,"R",0,"R",10
101602, 1,"R",1646,"R",95,"R",676,"R",875,"R",91,"R",4,"R",0,"R",0,"R",0
101602, 2,"R",1646,"R",95,"R",676,"R",875,"R",91,"R",4,"R",0,"R",0,"R",0
101602, 3,"R",1440,"R",82,"R",671,"R",687,"R",78,"R",4,"R",0,"R",0,"R",0
101602,11,"R",206,"R",13,"R",5,"R",188,"R",13,"R",0,"R",0,"R",0,"R",0
101648, 1,"R",382,"A",,"A",,"R",382,"A",,"A",,"A",,"A",,"A",
101648, 2,"R",382,"A",,"A",,"R",382,"A",,"A",,"A",,"A",,"A",
101648, 3,"R",378,"A",,"A",,"R",378,"A",,"A",,"A",,"A",,"A",
101648,11,"R",4,"A",,"A",,"R",4,"A",,"A",,"A",,"A",,"A",
101675, 1,"R",1691,"A",,"A",,"R",1691,"A",,"A",,"A",,"A",,"A",
101675, 2,"R",1691,"A",,"A",,"R",1691,"A",,"A",,"A",,"A",,"A",
101675, 3,"R",1687,"A",,"A",,"R",1687,"A",,"A",,"A",,"A",,"A",
101675,11,"R",4,"A",,"A",,"R",4,"A",,"A",,"A",,"A",,"A",
101693, 1,"R",1719,"R",16,"R",287,"R",1416,"R",14,"R",2,"R",0,"R",0,"R",0
101693, 2,"R",1552,"R",14,"R",261,"R",1277,"R",13,"R",1,"R",0,"R",0,"R",0
101693, 3,"R",1542,"R",14,"R",260,"R",1268,"R",13,"R",1,"R",0,"R",0,"R",0
101693,11,"R",10,"Z",0,"R",1,"R",9,"A",,"A",,"A",,"A",,"A",
101693,12,"R",167,"R",2,"R",26,"R",139,"R",1,"R",1,"R",0,"Z",0,"R",0
101709, 1,"R",3083,"R",1,"R",214,"R",2868,"R",1,"Z",0,"Z",0,"Z",0,"R",0
101709, 2,"R",2597,"Z",0,"R",88,"R",2509,"A",,"A",,"A",,"A",,"A",
101709, 3,"R",2588,"Z",0,"R",88,"R",2500,"A",,"A",,"A",,"A",,"A",
101709,11,"R",9,"Z",0,"Z",0,"R",9,"A",,"A",,"A",,"A",,"A",
101709,12,"R",486,"R",1,"R",126,"R",359,"R",1,"Z",0,"Z",0,"Z",0,"R",0
101736, 1,"R",3717,"R",69,"R",416,"R",3232,"R",69,"R",0,"R",0,"R",0,"R",0
101736, 2,"R",3717,"R",69,"R",416,"R",3232,"R",69,"R",0,"R",0,"R",0,"R",0
101736, 3,"R",3231,"R",52,"R",412,"R",2767,"R",52,"R",0,"R",0,"R",0,"R",0
101736,11,"R",486,"R",17,"R",4,"R",465,"R",17,"R",0,"R",0,"R",0,"R",0
101879, 1,"R",7032,"R",808,"R",1806,"R",4418,"R",573,"R",223,"R",1,"R",11,"R",0
101879, 2,"R",6098,"R",373,"R",1634,"R",4091,"R",253,"R",116,"R",1,"R",3,"R",0
101879, 3,"R",5723,"R",339,"R",1631,"R",3753,"R",226,"R",111,"R",1,"R",1,"R",0
101879,11,"R",375,"R",34,"R",3,"R",338,"R",27,"R",5,"Z",0,"R",2,"R",0
101879,12,"R",934,"R",435,"R",172,"R",327,"R",320,"R",107,"Z",0,"R",8,"R",0
101897, 1,"R",3140,"R",286,"R",1152,"R",1702,"R",282,"R",4,"Z",0,"Z",0,"R",0
101897, 2,"R",3140,"R",286,"R",1152,"R",1702,"R",282,"R",4,"Z",0,"Z",0,"R",0
101897, 3,"R",2750,"R",264,"R",1137,"R",1349,"R",260,"R",4,"Z",0,"Z",0,"R",0
101897,11,"R",390,"R",22,"R",15,"R",353,"R",22,"Z",0,"Z",0,"Z",0,"R",0
101912, 1,"R",2019,"A",,"A",,"R",2019,"A",,"A",,"A",,"A",,"A",
101912, 2,"R",1966,"A",,"A",,"R",1966,"A",,"A",,"A",,"A",,"A",
101912, 3,"R",1947,"A",,"A",,"R",1947,"A",,"A",,"A",,"A",,"A",
101912,11,"R",19,"A",,"A",,"R",19,"A",,"A",,"A",,"A",,"A",
101912,12,"R",53,"A",,"A",,"R",53,"A",,"A",,"A",,"A",,"A",
101949, 1,"R",1312,"R",14,"R",152,"R",1146,"R",14,"R",0,"R",0,"R",0,"R",0
101949, 2,"R",1312,"R",14,"R",152,"R",1146,"R",14,"R",0,"R",0,"R",0,"R",0
101949, 3,"R",1181,"R",11,"R",151,"R",1019,"R",11,"R",0,"R",0,"R",0,"R",0
101949,11,"R",131,"R",3,"R",1,"R",127,"R",3,"R",0,"R",0,"R",0,"R",0
101958, 1,"R",122,"A",,"A",,"R",122,"A",,"A",,"A",,"A",,"A",
101958, 2,"R",122,"A",,"A",,"R",122,"A",,"A",,"A",,"A",,"A",
101958, 3,"R",122,"A",,"A",,"R",122,"A",,"A",,"A",,"A",,"A",
101994, 1,"R",495,"R",0,"R",47,"R",448,"A",,"A",,"A",,"A",,"A",
101994, 2,"R",495,"R",0,"R",47,"R",448,"A",,"A",,"A",,"A",,"A",
101994, 3,"R",455,"R",0,"R",47,"R",408,"A",,"A",,"A",,"A",,"A",
101994,11,"R",40,"R",0,"R",0,"R",40,"A",,"A",,"A",,"A",,"A",
102030, 1,"R",3791,"R",114,"R",488,"R",3189,"R",113,"R",1,"R",0,"R",0,"R",0
102030, 2,"R",3791,"R",114,"R",488,"R",3189,"R",113,"R",1,"R",0,"R",0,"R",0
102030, 3,"R",3362,"R",105,"R",484,"R",2773,"R",104,"R",1,"R",0,"R",0,"R",0
102030,11,"R",429,"R",9,"R",4,"R",416,"R",9,"R",0,"R",0,"R",0,"R",0
102049, 1,"R",4758,"R",207,"R",67,"R",4484,"R",71,"R",136,"R",0,"R",0,"R",0
102049, 2,"R",2965,"R",1,"R",8,"R",2956,"R",1,"R",0,"R",0,"R",0,"R",0
102049, 3,"R",2948,"R",1,"R",8,"R",2939,"R",1,"R",0,"R",0,"R",0,"R",0
102049,11,"R",17,"R",0,"R",0,"R",17,"A",,"A",,"A",,"A",,"A",
102049,12,"R",1793,"R",206,"R",59,"R",1528,"R",70,"R",136,"R",0,"R",0,"R",0
102058, 1,"R",643,"A",,"A",,"R",643,"A",,"A",,"A",,"A",,"A",
102058, 2,"R",615,"A",,"A",,"R",615,"A",,"A",,"A",,"A",,"A",
102058, 3,"R",465,"A",,"A",,"R",465,"A",,"A",,"A",,"A",,"A",
102058,11,"R",150,"A",,"A",,"R",150,"A",,"A",,"A",,"A",,"A",
102058,12,"R",28,"A",,"A",,"R",28,"A",,"A",,"A",,"A",,"A",
102067, 1,"R",5104,"R",92,"R",574,"R",4438,"R",87,"Z",0,"R",2,"R",0,"R",3
102067, 2,"R",5104,"R",92,"R",574,"R",4438,"R",87,"Z",0,"R",2,"R",0,"R",3
102067, 3,"R",4932,"R",92,"R",574,"R",4266,"R",87,"Z",0,"R",2,"R",0,"R",3
102067,11,"R",172,"R",0,"R",0,"R",172,"A",,"A",,"A",,"A",,"A",
102076, 1,"R",2436,"R",422,"R",1027,"R",987,"R",419,"R",2,"R",0,"R",0,"R",1
102076, 2,"R",2436,"R",422,"R",1027,"R",987,"R",419,"R",2,"R",0,"R",0,"R",1
102076, 3,"R",2208,"R",389,"R",1016,"R",803,"R",387,"R",2,"R",0,"R",0,"R",0
102076,11,"R",228,"R",33,"R",11,"R",184,"R",32,"R",0,"R",0,"R",0,"R",1
102094, 1,"R",14636,"R",2211,"R",2641,"R",9784,"R",641,"R",1563,"R",6,"R",1,"R",0
102094, 2,"R",11315,"R",298,"R",2462,"R",8555,"R",199,"R",98,"R",1,"R",0,"R",0
102094, 3,"R",11054,"R",284,"R",2451,"R",8319,"R",186,"R",97,"R",1,"R",0,"R",0
102094,11,"R",261,"R",14,"R",11,"R",236,"R",13,"R",1,"R",0,"R",0,"R",0
102094,12,"R",3321,"R",1913,"R",179,"R",1229,"R",442,"R",1465,"R",5,"R",1,"R",0
102234, 1,"R",1308,"R",29,"R",26,"R",1253,"R",17,"R",12,"Z",0,"Z",0,"R",0
102234, 2,"R",1180,"R",3,"R",25,"R",1152,"R",3,"Z",0,"Z",0,"Z",0,"R",0
102234, 3,"R",1165,"R",3,"R",25,"R",1137,"R",3,"Z",0,"Z",0,"Z",0,"R",0
102234,11,"R",15,"Z",0,"Z",0,"R",15,"A",,"A",,"A",,"A",,"A",
102234,12,"R",128,"R",26,"R",1,"R",101,"R",14,"R",12,"Z",0,"Z",0,"R",0
102261, 1,"R",179,"R",0,"R",44,"R",135,"A",,"A",,"A",,"A",,"A",
102261, 2,"R",179,"R",0,"R",44,"R",135,"A",,"A",,"A",,"A",,"A",
102261, 3,"R",179,"R",0,"R",44,"R",135,"A",,"A",,"A",,"A",,"A",
102270, 1,"R",1019,"R",21,"R",239,"R",759,"R",19,"R",2,"R",0,"R",0,"R",0
102270, 2,"R",1019,"R",21,"R",239,"R",759,"R",19,"R",2,"R",0,"R",0,"R",0
102270, 3,"R",1019,"R",21,"R",239,"R",759,"R",19,"R",2,"R",0,"R",0,"R",0
102298, 1,"R",1203,"R",0,"R",256,"R",947,"A",,"A",,"A",,"A",,"A",
102298, 2,"R",1203,"R",0,"R",256,"R",947,"A",,"A",,"A",,"A",,"A",
102298, 3,"R",1203,"R",0,"R",256,"R",947,"A",,"A",,"A",,"A",,"A",
102313, 1,"R",1445,"R",18,"R",175,"R",1252,"R",18,"R",0,"R",0,"R",0,"R",0
102313, 2,"R",1445,"R",18,"R",175,"R",1252,"R",18,"R",0,"R",0,"R",0,"R",0
102313, 3,"R",1398,"R",17,"R",174,"R",1207,"R",17,"R",0,"R",0,"R",0,"R",0
102313,11,"R",47,"R",1,"R",1,"R",45,"R",1,"R",0,"R",0,"R",0,"R",0
102368, 1,"R",22554,"R",3689,"R",11755,"R",7110,"R",1522,"R",2167,"Z",0,"Z",0,"R",0
102368, 2,"R",17912,"R",2498,"R",9553,"R",5861,"R",1029,"R",1469,"Z",0,"Z",0,"R",0
102368, 3,"R",17765,"R",2498,"R",9553,"R",5714,"R",1029,"R",1469,"Z",0,"Z",0,"R",0
102368,11,"R",147,"R",0,"R",0,"R",147,"A",,"A",,"A",,"A",,"A",
102368,12,"R",4642,"R",1191,"R",2202,"R",1249,"R",493,"R",698,"Z",0,"Z",0,"R",0
102377, 1,"R",3117,"A",,"A",,"R",3117,"A",,"A",,"A",,"A",,"A",
102377, 2,"R",2605,"A",,"A",,"R",2605,"A",,"A",,"A",,"A",,"A",
102377, 3,"R",2605,"A",,"A",,"R",2605,"A",,"A",,"A",,"A",,"A",
102377,12,"R",512,"A",,"A",,"R",512,"A",,"A",,"A",,"A",,"A",
102395, 1,"R",401,"R",396,"R",0,"R",5,"R",30,"R",359,"R",0,"R",7,"R",0
102395, 2,"R",117,"R",117,"R",0,"R",0,"R",11,"R",103,"R",0,"R",3,"R",0
102395, 3,"R",109,"R",109,"R",0,"R",0,"R",10,"R",96,"R",0,"R",3,"R",0
102395,11,"R",8,"R",8,"R",0,"R",0,"R",1,"R",7,"R",0,"R",0,"R",0
102395,12,"R",284,"R",279,"R",0,"R",5,"R",19,"R",256,"R",0,"R",4,"R",0
102429, 1,"R",3734,"R",249,"R",723,"R",2762,"R",237,"R",12,"R",0,"R",0,"R",0
102429, 2,"R",3734,"R",249,"R",723,"R",2762,"R",237,"R",12,"R",0,"R",0,"R",0
102429, 3,"R",3471,"R",240,"R",720,"R",2511,"R",229,"R",11,"R",0,"R",0,"R",0
102429,11,"R",263,"R",9,"R",3,"R",251,"R",8,"R",1,"R",0,"R",0,"R",0
102553, 1,"R",17497,"R",1762,"R",3380,"R",12355,"R",1624,"R",125,"R",5,"R",8,"R",0
102553, 2,"R",16498,"R",1516,"R",3220,"R",11762,"R",1411,"R",96,"R",4,"R",5,"R",0
102553, 3,"R",13200,"R",1026,"R",2956,"R",9218,"R",955,"R",66,"R",2,"R",3,"R",0
102553,11,"R",3298,"R",490,"R",264,"R",2544,"R",456,"R",30,"R",2,"R",2,"R",0
102553,12,"R",999,"R",246,"R",160,"R",593,"R",213,"R",29,"R",1,"R",3,"R",0
102580, 1,"R",58,"A",,"A",,"R",58,"A",,"A",,"A",,"A",,"A",
102580, 2,"R",58,"A",,"A",,"R",58,"A",,"A",,"A",,"A",,"A",
102580, 3,"R",33,"A",,"A",,"R",33,"A",,"A",,"A",,"A",,"A",
102580,11,"R",25,"A",,"A",,"R",25,"A",,"A",,"A",,"A",,"A",
102614, 1,"R",9223,"R",1829,"R",1578,"R",5816,"R",1663,"R",156,"R",1,"R",8,"R",1
102614, 2,"R",8046,"R",1427,"R",1316,"R",5303,"R",1300,"R",121,"R",0,"R",5,"R",1
102614, 3,"R",5756,"R",823,"R",1202,"R",3731,"R",731,"R",90,"R",0,"R",2,"R",0
102614,11,"R",2290,"R",604,"R",114,"R",1572,"R",569,"R",31,"R",0,"R",3,"R",1
102614,12,"R",1177,"R",402,"R",262,"R",513,"R",363,"R",35,"R",1,"R",3,"R",0
