UNITID,EFDELEV,XEFDETOT,EFDETOT,XEFDEEXC,EFDEEXC,XEFDESOM,EFDESOM,XEFDENON,EFDENON,XEFDEEX1,EFDEEX1,XEFDEEX2,EFDEEX2,XEFDEEX3,EFDEEX3,XEFDEEX4,EFDEEX4,XEFDEEX5,EFDEEX5 
100830, 3,"R",4304,"R",252,"R",1330,"R",2722,"R",240,"R",10,"Z",0,"R",1,"R",1
100830,11,"R",73,"R",8,"R",7,"R",58,"R",7,"Z",0,"Z",0,"Z",0,"R",1
100830,12,"R",680,"R",249,"R",206,"R",225,"R",231,"R",4,"Z",0,"R",10,"R",4
100858, 1,"R",25912,"R",954,"R",2982,"R",21976,"R",413,"R",522,"R",3,"R",16,"R",0
100858, 2,"R",20629,"R",56,"R",2714,"R",17859,"R",28,"R",28,"Z",0,"Z",0,"R",0
100858, 3,"R",20514,"R",54,"R",2713,"R",17747,"R",26,"R",28,"Z",0,"Z",0,"R",0
100858,11,"R",115,"R",2,"R",1,"R",112,"R",2,"Z",0,"Z",0,"Z",0,"R",0
100858,12,"R",5283,"R",898,"R",268,"R",4117,"R",385,"R",494,"R",3,"R",16,"R",0
100937, 1,"R",1185,"A",,"A",,"R",1185,"A",,"A",,"A",,"A",,"A",
100937, 2,"R",1185,"A",,"A",,"R",1185,"A",,"A",,"A",,"A",,"A",
100937, 3,"R",1180,"A",,"A",,"R",1180,"A",,"A",,"A",,"A",,"A",
100937,11,"R",5,"A",,"A",,"R",5,"A",,"A",,"A",,"A",,"A",
101028, 1,"R",1805,"R",20,"R",246,"R",1539,"R",14,"R",6,"R",0,"R",0,"R",0
101028, 2,"R",1805,"R",20,"R",246,"R",1539,"R",14,"R",6,"R",0,"R",0,"R",0
101028, 3,"R",1727,"R",19,"R",245,"R",1463,"R",14,"R",5,"R",0,"R",0,"R",0
101028,11,"R",78,"R",1,"R",1,"R",76,"R",0,"R",1,"R",0,"R",0,"R",0
101073, 1,"R",546,"R",0,"R",98,"R",448,"A",,"A",,"A",,"A",,"A",
101073, 2,"R",546,"R",0,"R",98,"R",448,"A",,"A",,"A",,"A",,"A",
101073, 3,"R",322,"R",0,"R",45,"R",277,"A",,"A",,"A",,"A",,"A",
101073,11,"R",224,"R",0,"R",53,"R",171,"A",,"A",,"A",,"A",,"A",
101116, 1,"R",624,"Z",0,"R",176,"R",448,"A",,"A",,"A",,"A",,"A",
101116, 2,"R",523,"Z",0,"R",147,"R",376,"A",,"A",,"A",,"A",,"A",
101116, 3,"R",522,"Z",0,"R",147,"R",375,"A",,"A",,"A",,"A",,"A",
101116,11,"R",1,"Z",0,"Z",0,"R",1,"A",,"A",,"A",,"A",,"A",
101116,12,"R",101,"Z",0,"R",29,"R",72,"A",,"A",,"A",,"A",,"A",
101143, 1,"R",2011,"R",132,"R",398,"R",1481,"R",129,"R",3,"R",0,"R",0,"R",0
101143, 2,"R",2011,"R",132,"R",398,"R",1481,"R",129,"R",3,"R",0,"R",0,"R",0
101143, 3,"R",1729,"R",102,"R",362,"R",1265,"R",100,"R",2,"R",0,"R",0,"R",0
101143,11,"R",282,"R",30,"R",36,"R",216,"R",29,"R",1,"R",0,"R",0,"R",0
101161, 1,"R",4481,"R",290,"R",1528,"R",2663,"R",282,"R",8,"R",0,"R",0,"R",0
101161, 2,"R",4481,"R",290,"R",1528,"R",2663,"R",282,"R",8,"R",0,"R",0,"R",0
101161, 3,"R",4286,"R",270,"R",1515,"R",2501,"R",262,"R",8,"R",0,"R",0,"R",0
101161,11,"R",195,"R",20,"R",13,"R",162,"R",20,"R",0,"R",0,"R",0,"R",0
101189, 1,"R",3335,"R",411,"R",946,"R",1978,"R",328,"R",81,"R",0,"R",2,"R",0
101189, 2,"R",2670,"R",125,"R",869,"R",1676,"R",106,"R",19,"R",0,"R",0,"R",0
101189, 3,"R",2367,"R",123,"R",860,"R",1384,"R",104,"R",19,"R",0,"R",0,"R",0
101189,11,"R",303,"R",2,"R",9,"R",292,"R",2,"Z",0,"Z",0,"Z",0,"R",0
101189,12,"R",665,"R",286,"R",77,"R",302,"R",222,"R",62,"Z",0,"R",2,"R",0
101240, 1,"R",5289,"R",385,"R",1609,"R",3295,"R",373,"R",12,"R",0,"R",0,"R",0
101240, 2,"R",5289,"R",385,"R",1609,"R",3295,"R",373,"R",12,"R",0,"R",0,"R",0
101240, 3,"R",4917,"R",340,"R",1581,"R",2996,"R",328,"R",12,"R",0,"R",0,"R",0
101240,11,"R",372,"R",45,"R",28,"R",299,"R",45,"R",0,"R",0,"R",0,"R",0
101277, 1,"R",115,"R",0,"R",0,"R",115,"A",,"A",,"A",,"A",,"A",
101277, 2,"R",115,"R",0,"R",0,"R",115,"A",,"A",,"A",,"A",,"A",
101286, 1,"R",4854,"R",225,"R",651,"R",3978,"R",212,"R",13,"R",0,"R",0,"R",0
101286, 2,"R",4854,"R",225,"R",651,"R",3978,"R",212,"R",13,"R",0,"R",0,"R",0
101286, 3,"R",4293,"R",202,"R",637,"R",3454,"R",190,"R",12,"R",0,"R",0,"R",0
101286,11,"R",561,"R",23,"R",14,"R",524,"R",22,"R",1,"R",0,"R",0,"R",0
101295, 1,"R",5343,"R",505,"R",1589,"R",3249,"R",497,"R",8,"R",0,"R",0,"R",0
101295, 2,"R",5343,"R",505,"R",1589,"R",3249,"R",497,"R",8,"R",0,"R",0,"R",0
101295, 3,"R",4920,"R",453,"R",1562,"R",2905,"R",447,"R",6,"R",0,"R",0,"R",0
101295,11,"R",423,"R",52,"R",27,"R",344,"R",50,"R",2,"R",0,"R",0,"R",0
101301, 1,"R",1663,"R",390,"R",453,"R",820,"R",384,"R",6,"Z",0,"R",0,"R",0
101301, 2,"R",1663,"R",390,"R",453,"R",820,"R",384,"R",6,"Z",0,"R",0,"R",0
101301, 3,"R",1513,"R",276,"R",450,"R",787,"R",270,"R",6,"Z",0,"Z",0,"R",0
101301,11,"R",150,"R",114,"R",3,"R",33,"R",114,"Z",0,"Z",0,"R",0,"R",0
101365, 1,"R",309,"R",48,"R",15,"R",246,"R",48,"Z",0,"Z",0,"Z",0,"R",0
101365, 2,"R",305,"R",44,"R",15,"R",246,"R",44,"Z",0,"Z",0,"Z",0,"R",0
101365, 3,"R",302,"R",44,"R",12,"R",246,"R",44,"Z",0,"Z",0,"Z",0,"R",0
101365,11,"R",3,"Z",0,"R",3,"Z",0,"A",,"A",,"A",,"A",,"A",
101365,12,"R",4,"R",4,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",0
101435, 1,"R",1160,"R",0,"R",0,"R",1160,"A",,"A",,"A",,"A",,"A",
101435, 2,"R",1160,"R",0,"R",0,"R",1160,"A",,"A",,"A",,"A",,"A",
101435, 3,"R",1149,"R",0,"R",0,"R",1149,"A",,"A",,"A",,"A",,"A",
101435,11,"R",11,"Z",0,"Z",0,"R",11,"A",,"A",,"A",,"A",,"A",
101453, 1,"R",93,"R",38,"R",20,"R",35,"Z",0,"Z",0,"Z",0,"R",0,"R",38
101453, 2,"R",62,"R",25,"R",11,"R",26,"Z",0,"Z",0,"Z",0,"R",0,"R",25
101453, 3,"R",62,"R",25,"R",11,"R",26,"Z",0,"Z",0,"Z",0,"R",0,"R",25
101453,12,"R",31,"R",13,"R",9,"R",9,"Z",0,"Z",0,"Z",0,"Z",0,"R",13
101462, 1,"R",1062,"R",0,"R",173,"R",889,"A",,"A",,"A",,"A",,"A",
101462, 2,"R",1062,"R",0,"R",173,"R",889,"A",,"A",,"A",,"A",,"A",
101462, 3,"R",974,"R",0,"R",173,"R",801,"A",,"A",,"A",,"A",,"A",
101462,11,"R",88,"R",0,"R",0,"R",88,"A",,"A",,"A",,"A",,"A",
101471, 1,"R",473,"A",,"A",,"R",473,"A",,"A",,"A",,"A",,"A",
101471, 2,"R",473,"A",,"A",,"R",473,"A",,"A",,"A",,"A",,"A",
101471, 3,"R",473,"A",,"A",,"R",473,"A",,"A",,"A",,"A",,"A",
101480, 1,"R",8659,"R",1575,"R",0,"R",7084,"R",1464,"R",111,"R",0,"R",0,"R",0
101480, 2,"R",7647,"R",914,"R",0,"R",6733,"R",879,"R",35,"R",0,"R",0,"R",0
101480, 3,"R",7060,"R",817,"R",0,"R",6243,"R",782,"R",35,"R",0,"R",0,"R",0
101480,11,"R",587,"R",97,"R",0,"R",490,"R",97,"R",0,"R",0,"R",0,"R",0
101480,12,"R",1012,"R",661,"R",0,"R",351,"R",585,"R",76,"R",0,"R",0,"R",0
101499, 1,"R",1086,"R",38,"R",212,"R",836,"R",29,"R",9,"R",0,"R",0,"R",0
101499, 2,"R",1086,"R",38,"R",212,"R",836,"R",29,"R",9,"R",0,"R",0,"R",0
101499, 3,"R",1033,"R",32,"R",212,"R",789,"R",24,"R",8,"R",0,"R",0,"R",0
101499,11,"R",53,"R",6,"R",0,"R",47,"R",5,"R",1,"R",0,"R",0,"R",0
101505, 1,"R",8516,"R",1238,"R",1678,"R",5600,"R",1208,"R",30,"R",0,"R",0,"R",0
101505, 2,"R",8516,"R",1238,"R",1678,"R",5600,"R",1208,"R",30,"R",0,"R",0,"R",0
101505, 3,"R",7443,"R",1127,"R",1649,"R",4667,"R",1101,"R",26,"R",0,"R",0,"R",0
101505,11,"R",1073,"R",111,"R",29,"R",933,"R",107,"R",4,"R",0,"R",0,"R",0
101514, 1,"R",10802,"R",1691,"R",2545,"R",6566,"R",1644,"R",45,"R",2,"R",0,"R",0
101514, 2,"R",10802,"R",1691,"R",2545,"R",6566,"R",1644,"R",45,"R",2,"R",0,"R",0
101514, 3,"R",9380,"R",1498,"R",2446,"R",5436,"R",1456,"R",41,"R",1,"R",0,"R",0
101514,11,"R",1422,"R",193,"R",99,"R",1130,"R",188,"R",4,"R",1,"R",0,"R",0
101541, 1,"R",378,"R",88,"R",10,"R",280,"R",59,"R",28,"Z",0,"R",1,"R",0
101541, 2,"R",378,"R",88,"R",10,"R",280,"R",59,"R",28,"Z",0,"R",1,"R",0
101541, 3,"R",376,"R",88,"R",10,"R",278,"R",59,"R",28,"Z",0,"R",1,"R",0
101541,11,"R",2,"Z",0,"Z",0,"R",2,"A",,"A",,"A",,"A",,"A",
101569, 1,"R",3090,"R",157,"R",560,"R",2373,"R",155,"R",2,"R",0,"R",0,"R",0
101569, 2,"R",3090,"R",157,"R",560,"R",2373,"R",155,"R",2,"R",0,"R",0,"R",0
101569, 3,"R",2905,"R",105,"R",547,"R",2253,"R",103,"R",2,"R",0,"R",0,"R",0
101569,11,"R",185,"R",52,"R",13,"R",120,"R",52,"R",0,"R",0,"R",0,"R",0
101587, 1,"R",3989,"R",1999,"R",53,"R",1937,"R",1309,"R",687,"Z",0,"R",3,"R",0
101587, 2,"R",1922,"R",196,"R",19,"R",1707,"R",133,"R",62,"Z",0,"R",1,"R",0
101587, 3,"R",1916,"R",194,"R",19,"R",1703,"R",131,"R",62,"Z",0,"R",1,"R",0
101587,11,"R",6,"R",2,"Z",0,"R",4,"R",2,"Z",0,"Z",0,"Z",0,"R",0
101587,12,"R",2067,"R",1803,"R",34,"R",230,"R",1176,"R",625,"Z",0,"R",2,"R",0
101602, 1,"R",1599,"R",37,"R",611,"R",951,"R",36,"R",1,"R",0,"R",0,"R",0
101602, 2,"R",1599,"R",37,"R",611,"R",951,"R",36,"R",1,"R",0,"R",0,"R",0
101602, 3,"R",1393,"R",29,"R",608,"R",756,"R",28,"R",1,"R",0,"R",0,"R",0
101602,11,"R",206,"R",8,"R",3,"R",195,"R",8,"R",0,"R",0,"R",0,"R",0
101648, 1,"R",439,"A",,"A",,"R",439,"A",,"A",,"A",,"A",,"A",
101648, 2,"R",439,"A",,"A",,"R",439,"A",,"A",,"A",,"A",,"A",
101648, 3,"R",433,"A",,"A",,"R",433,"A",,"A",,"A",,"A",,"A",
101648,11,"R",6,"A",,"A",,"R",6,"A",,"A",,"A",,"A",,"A",
101675, 1,"R",1782,"A",,"A",,"R",1782,"A",,"A",,"A",,"A",,"A",
101675, 2,"R",1782,"A",,"A",,"R",1782,"A",,"A",,"A",,"A",,"A",
101675, 3,"R",1778,"A",,"A",,"R",1778,"A",,"A",,"A",,"A",,"A",
101675,11,"R",4,"A",,"A",,"R",4,"A",,"A",,"A",,"A",,"A",
101693, 1,"R",1600,"R",23,"R",392,"R",1185,"R",18,"R",4,"Z",0,"R",0,"R",1
101693, 2,"R",1466,"R",20,"R",370,"R",1076,"R",15,"R",4,"Z",0,"R",0,"R",1
101693, 3,"R",1460,"R",19,"R",370,"R",1071,"R",14,"R",4,"Z",0,"Z",0,"R",1
101693,11,"R",6,"R",1,"R",0,"R",5,"R",1,"Z",0,"Z",0,"R",0,"R",0
101693,12,"R",134,"R",3,"R",22,"R",109,"R",3,"Z",0,"Z",0,"Z",0,"R",0
101709, 1,"R",3070,"R",1,"R",318,"R",2751,"R",1,"Z",0,"Z",0,"Z",0,"R",0
101709, 2,"R",2664,"R",0,"R",194,"R",2470,"A",,"A",,"A",,"A",,"A",
101709, 3,"R",2644,"R",0,"R",194,"R",2450,"A",,"A",,"A",,"A",,"A",
101709,11,"R",20,"Z",0,"Z",0,"R",20,"A",,"A",,"A",,"A",,"A",
101709,12,"R",406,"R",1,"R",124,"R",281,"R",1,"Z",0,"Z",0,"Z",0,"R",0
101736, 1,"R",3891,"R",122,"R",627,"R",3142,"R",118,"R",4,"R",0,"R",0,"R",0
101736, 2,"R",3891,"R",122,"R",627,"R",3142,"R",118,"R",4,"R",0,"R",0,"R",0
101736, 3,"R",3304,"R",111,"R",622,"R",2571,"R",107,"R",4,"R",0,"R",0,"R",0
101736,11,"R",587,"R",11,"R",5,"R",571,"R",11,"R",0,"R",0,"R",0,"R",0
101879, 1,"R",6841,"R",924,"R",1731,"R",4186,"R",693,"R",227,"Z",0,"R",4,"R",0
101879, 2,"R",5885,"R",410,"R",1577,"R",3898,"R",296,"R",112,"Z",0,"R",2,"R",0
101879, 3,"R",5485,"R",376,"R",1575,"R",3534,"R",265,"R",110,"Z",0,"R",1,"R",0
101879,11,"R",400,"R",34,"R",2,"R",364,"R",31,"R",2,"Z",0,"R",1,"R",0
101879,12,"R",956,"R",514,"R",154,"R",288,"R",397,"R",115,"Z",0,"R",2,"R",0
101897, 1,"R",2708,"R",251,"R",929,"R",1528,"R",248,"R",3,"Z",0,"Z",0,"R",0
101897, 2,"R",2708,"R",251,"R",929,"R",1528,"R",248,"R",3,"Z",0,"Z",0,"R",0
101897, 3,"R",2225,"R",223,"R",906,"R",1096,"R",220,"R",3,"Z",0,"Z",0,"R",0
101897,11,"R",483,"R",28,"R",23,"R",432,"R",28,"Z",0,"Z",0,"Z",0,"R",0
101912, 1,"R",1939,"R",0,"R",168,"R",1771,"A",,"A",,"A",,"A",,"A",
101912, 2,"R",1880,"R",0,"R",109,"R",1771,"A",,"A",,"A",,"A",,"A",
101912, 3,"R",1878,"R",0,"R",109,"R",1769,"A",,"A",,"A",,"A",,"A",
101912,11,"R",2,"Z",0,"Z",0,"R",2,"A",,"A",,"A",,"A",,"A",
101912,12,"R",59,"R",0,"R",59,"R",0,"A",,"A",,"A",,"A",,"A",
101949, 1,"R",1398,"R",28,"R",295,"R",1075,"R",28,"R",0,"R",0,"R",0,"R",0
101949, 2,"R",1398,"R",28,"R",295,"R",1075,"R",28,"R",0,"R",0,"R",0,"R",0
101949, 3,"R",1180,"R",18,"R",293,"R",869,"R",18,"R",0,"R",0,"R",0,"R",0
101949,11,"R",218,"R",10,"R",2,"R",206,"R",10,"R",0,"R",0,"R",0,"R",0
101958, 1,"R",84,"R",68,"R",11,"R",5,"R",18,"R",50,"R",0,"R",0,"R",0
101958, 2,"R",84,"R",68,"R",11,"R",5,"R",18,"R",50,"R",0,"R",0,"R",0
101958, 3,"R",84,"R",68,"R",11,"R",5,"R",18,"R",50,"R",0,"R",0,"R",0
101994, 1,"R",549,"R",0,"R",29,"R",520,"A",,"A",,"A",,"A",,"A",
101994, 2,"R",549,"R",0,"R",29,"R",520,"A",,"A",,"A",,"A",,"A",
101994, 3,"R",425,"R",0,"R",29,"R",396,"A",,"A",,"A",,"A",,"A",
101994,11,"R",124,"R",0,"R",0,"R",124,"A",,"A",,"A",,"A",,"A",
102030, 1,"R",3320,"R",72,"R",428,"R",2820,"R",71,"R",1,"R",0,"R",0,"R",0
102030, 2,"R",3320,"R",72,"R",428,"R",2820,"R",71,"R",1,"R",0,"R",0,"R",0
102030, 3,"R",2927,"R",68,"R",422,"R",2437,"R",67,"R",1,"R",0,"R",0,"R",0
102030,11,"R",393,"R",4,"R",6,"R",383,"R",4,"R",0,"R",0,"R",0,"R",0
102049, 1,"R",4933,"R",340,"R",115,"R",4478,"R",194,"R",146,"R",0,"R",0,"R",0
102049, 2,"R",3051,"R",9,"R",57,"R",2985,"R",9,"R",0,"R",0,"R",0,"R",0
102049, 3,"R",3033,"R",9,"R",57,"R",2967,"R",9,"R",0,"R",0,"R",0,"R",0
102049,11,"R",18,"R",0,"R",0,"R",18,"A",,"A",,"A",,"A",,"A",
102049,12,"R",1882,"R",331,"R",58,"R",1493,"R",185,"R",146,"R",0,"R",0,"R",0
102058, 1,"R",558,"A",,"A",,"R",558,"A",,"A",,"A",,"A",,"A",
102058, 2,"R",539,"A",,"A",,"R",539,"A",,"A",,"A",,"A",,"A",
102058, 3,"R",472,"A",,"A",,"R",472,"A",,"A",,"A",,"A",,"A",
102058,11,"R",67,"A",,"A",,"R",67,"A",,"A",,"A",,"A",,"A",
102058,12,"R",19,"A",,"A",,"R",19,"A",,"A",,"A",,"A",,"A",
102067, 1,"R",4978,"R",180,"R",589,"R",4209,"R",176,"R",3,"R",1,"R",0,"R",0
102067, 2,"R",4978,"R",180,"R",589,"R",4209,"R",176,"R",3,"R",1,"R",0,"R",0
102067, 3,"R",4755,"R",140,"R",574,"R",4041,"R",139,"R",1,"R",0,"R",0,"R",0
102067,11,"R",223,"R",40,"R",15,"R",168,"R",37,"R",2,"R",1,"R",0,"R",0
102076, 1,"R",2258,"R",483,"R",1096,"R",679,"R",476,"R",7,"R",0,"R",0,"R",0
102076, 2,"R",2258,"R",483,"R",1096,"R",679,"R",476,"R",7,"R",0,"R",0,"R",0
102076, 3,"R",2098,"R",418,"R",1087,"R",593,"R",416,"R",2,"R",0,"R",0,"R",0
102076,11,"R",160,"R",65,"R",9,"R",86,"R",60,"R",5,"R",0,"R",0,"R",0
102094, 1,"R",15805,"R",2973,"R",2853,"R",9979,"R",673,"R",2292,"R",0,"R",8,"R",0
102094, 2,"R",11479,"R",282,"R",2697,"R",8500,"R",205,"R",77,"R",0,"R",0,"R",0
102094, 3,"R",11267,"R",272,"R",2691,"R",8304,"R",196,"R",76,"R",0,"R",0,"R",0
102094,11,"R",212,"R",10,"R",6,"R",196,"R",9,"R",1,"R",0,"R",0,"R",0
102094,12,"R",4326,"R",2691,"R",156,"R",1479,"R",468,"R",2215,"R",0,"R",8,"R",0
102234, 1,"R",1376,"R",26,"R",29,"R",1321,"R",11,"R",15,"R",0,"R",0,"R",0
102234, 2,"R",1237,"R",2,"R",20,"R",1215,"R",1,"R",1,"R",0,"R",0,"R",0
102234, 3,"R",1215,"R",1,"R",20,"R",1194,"R",0,"R",1,"R",0,"R",0,"R",0
102234,11,"R",22,"R",1,"R",0,"R",21,"R",1,"R",0,"R",0,"R",0,"R",0
102234,12,"R",139,"R",24,"R",9,"R",106,"R",10,"R",14,"R",0,"R",0,"R",0
102261, 1,"R",173,"R",0,"R",24,"R",149,"A",,"A",,"A",,"A",,"A",
102261, 2,"R",173,"R",0,"R",24,"R",149,"A",,"A",,"A",,"A",,"A",
102261, 3,"R",170,"R",0,"R",24,"R",146,"A",,"A",,"A",,"A",,"A",
102261,11,"R",3,"R",0,"R",0,"R",3,"A",,"A",,"A",,"A",,"A",
102270, 1,"R",1056,"R",0,"R",0,"R",1056,"A",,"A",,"A",,"A",,"A",
102270, 2,"R",1056,"R",0,"R",0,"R",1056,"A",,"A",,"A",,"A",,"A",
102270, 3,"R",1056,"R",0,"R",0,"R",1056,"A",,"A",,"A",,"A",,"A",
102298, 1,"R",879,"Z",0,"R",60,"R",819,"A",,"A",,"A",,"A",,"A",
102298, 2,"R",879,"Z",0,"R",60,"R",819,"A",,"A",,"A",,"A",,"A",
102298, 3,"R",819,"Z",0,"R",60,"R",759,"A",,"A",,"A",,"A",,"A",
102298,11,"R",60,"Z",0,"Z",0,"R",60,"A",,"A",,"A",,"A",,"A",
102313, 1,"R",1338,"R",9,"R",152,"R",1177,"R",9,"Z",0,"Z",0,"Z",0,"R",0
102313, 2,"R",1338,"R",9,"R",152,"R",1177,"R",9,"Z",0,"Z",0,"Z",0,"R",0
102313, 3,"R",1230,"R",8,"R",150,"R",1072,"R",8,"Z",0,"Z",0,"Z",0,"R",0
102313,11,"R",108,"R",1,"R",2,"R",105,"R",1,"Z",0,"Z",0,"Z",0,"R",0
102368, 1,"R",19041,"R",7826,"R",2408,"R",8807,"R",3054,"R",4708,"R",49,"R",15,"R",0
102368, 2,"R",15114,"R",5836,"R",2052,"R",7226,"R",2274,"R",3512,"R",36,"R",14,"R",0
102368, 3,"R",15025,"R",5766,"R",2051,"R",7208,"R",2237,"R",3479,"R",36,"R",14,"R",0
102368,11,"R",89,"R",70,"R",1,"R",18,"R",37,"R",33,"R",0,"R",0,"R",0
102368,12,"R",3927,"R",1990,"R",356,"R",1581,"R",780,"R",1196,"R",13,"R",1,"R",0
102377, 1,"R",3103,"A",,"A",,"R",3103,"A",,"A",,"A",,"A",,"A",
102377, 2,"R",2588,"A",,"A",,"R",2588,"A",,"A",,"A",,"A",,"A",
102377, 3,"R",2588,"A",,"A",,"R",2588,"A",,"A",,"A",,"A",,"A",
102377,12,"R",515,"A",,"A",,"R",515,"A",,"A",,"A",,"A",,"A",
102395, 1,"R",339,"R",332,"R",0,"R",7,"R",20,"R",303,"R",0,"R",9,"R",0
102395, 2,"R",99,"R",99,"R",0,"R",0,"R",10,"R",87,"R",0,"R",2,"R",0
102395, 3,"R",90,"R",90,"R",0,"R",0,"R",9,"R",79,"R",0,"R",2,"R",0
102395,11,"R",9,"R",9,"R",0,"R",0,"R",1,"R",8,"R",0,"R",0,"R",0
102395,12,"R",240,"R",233,"R",0,"R",7,"R",10,"R",216,"R",0,"R",7,"R",0
102429, 1,"R",3609,"R",290,"R",630,"R",2689,"R",286,"R",4,"R",0,"R",0,"R",0
102429, 2,"R",3609,"R",290,"R",630,"R",2689,"R",286,"R",4,"R",0,"R",0,"R",0
102429, 3,"R",3210,"R",269,"R",628,"R",2313,"R",265,"R",4,"R",0,"R",0,"R",0
102429,11,"R",399,"R",21,"R",2,"R",376,"R",21,"R",0,"R",0,"R",0,"R",0
102553, 1,"R",17151,"R",2553,"R",4038,"R",10560,"R",2398,"R",148,"R",6,"R",1,"R",0
102553, 2,"R",16291,"R",2265,"R",3923,"R",10103,"R",2142,"R",117,"R",6,"R",0,"R",0
102553, 3,"R",12865,"R",1410,"R",3579,"R",7876,"R",1325,"R",79,"R",6,"R",0,"R",0
102553,11,"R",3426,"R",855,"R",344,"R",2227,"R",817,"R",38,"R",0,"R",0,"R",0
102553,12,"R",860,"R",288,"R",115,"R",457,"R",256,"R",31,"R",0,"R",1,"R",0
102580, 1,"R",46,"R",0,"R",0,"R",46,"A",,"A",,"A",,"A",,"A",
